r,i,reg_cap_cost_mult
b122,coal-CCS-F2,1
b122,coal-CCS-F3,1
b122,Coal-IGCC,1
b122,coal-new,1
b122,CoalOldScr,1
b122,CoalOldUns,1
b122,CofireNew,1
b122,CofireOld,1
b122,csp1_1,1
b122,csp1_10,1
b122,csp1_11,1
b122,csp1_12,1
b122,csp1_2,1
b122,csp1_3,1
b122,csp1_4,1
b122,csp1_5,1
b122,csp1_6,1
b122,csp1_7,1
b122,csp1_8,1
b122,csp1_9,1
b122,dac,1
b122,distpv,1
b122,dupv_1,1
b122,dupv_10,1
b122,dupv_2,1
b122,dupv_3,1
b122,dupv_4,1
b122,dupv_5,1
b122,dupv_6,1
b122,dupv_7,1
b122,dupv_8,1
b122,dupv_9,1
b122,electrolyzer,1
b122,Gas-CC,1
b122,Gas-CC-CCS-F1,1
b122,Gas-CC-CCS-F2,1
b122,Gas-CC-CCS-F3,1
b122,Gas-CT,1
b122,hydD,1
b122,hydED,1
b122,hydEND,1
b122,hydND,1
b122,hydNPD,1
b122,hydNPND,1
b122,Hydro,1
b122,hydSD,1
b122,hydSND,1
b122,hydUD,1
b122,hydUND,1
b122,ice,1
b122,lfill-gas,1
b122,MHKwave,1
b122,Nuclear,1
b122,Nuclear-SMR,1
b122,Ocean,1
b122,o-g-s,1
b122,PSH,1
b122,H2-CC,1
b122,H2-CT,1
b122,smr,1
b122,smr_ccs,1
b122,UPV,1
b122,OFSWIND,1
b122,ONSWIND,1
b122,coal-CCS_mod,1
b122,coal-CCS_max,1
b122,Gas-CC-CCS_mod,1
b122,Gas-CC-CCS_max,1
b122,beccs_mod,1
b122,beccs_max,1
b122,dac_gas,1
b122,egs_allkm_1,1
b122,egs_allkm_2,1
b122,egs_allkm_3,1
b122,egs_allkm_4,1
b122,egs_allkm_5,1
b122,egs_allkm_6,1
b122,egs_allkm_7,1
b122,egs_allkm_8,1
b122,egs_allkm_9,1
b122,egs_allkm_10,1
b122,geohydro_allkm_1,1
b122,geohydro_allkm_2,1
b122,geohydro_allkm_3,1
b122,geohydro_allkm_4,1
b122,geohydro_allkm_5,1
b122,geohydro_allkm_6,1
b122,geohydro_allkm_7,1
b122,geohydro_allkm_8,1
b122,geohydro_allkm_9,1
b122,geohydro_allkm_10,1
b122,egs_nearfield_1,1
b122,egs_nearfield_2,1
b122,egs_nearfield_3,1
b122,egs_nearfield_4,1
b122,egs_nearfield_5,1
b122,egs_nearfield_6,1
b122,egs_nearfield_7,1
b122,egs_nearfield_8,1
b122,egs_nearfield_9,1
b122,egs_nearfield_10,1
b123,BATTERY,1
b123,biopower,1
b123,caes,1
b123,can-imports,1
b123,coal-CCS-F1,1
b123,coal-CCS-F2,1
b123,coal-CCS-F3,1
b123,Coal-IGCC,1
b123,coal-new,1
b123,CoalOldScr,1
b123,CoalOldUns,1
b123,CofireNew,1
b123,CofireOld,1
b123,csp1_1,1
b123,csp1_10,1
b123,csp1_11,1
b123,csp1_12,1
b123,csp1_2,1
b123,csp1_3,1
b123,csp1_4,1
b123,csp1_5,1
b123,csp1_6,1
b123,csp1_7,1
b123,csp1_8,1
b123,csp1_9,1
b123,dac,1
b123,distpv,1
b123,dupv_1,1
b123,dupv_10,1
b123,dupv_2,1
b123,dupv_3,1
b123,dupv_4,1
b123,dupv_5,1
b123,dupv_6,1
b123,dupv_7,1
b123,dupv_8,1
b123,dupv_9,1
b123,electrolyzer,1
b123,Gas-CC,1
b123,Gas-CC-CCS-F1,1
b123,Gas-CC-CCS-F2,1
b123,Gas-CC-CCS-F3,1
b123,Gas-CT,1
b123,hydD,1
b123,hydED,1
b123,hydEND,1
b123,hydND,1
b123,hydNPD,1
b123,hydNPND,1
b123,Hydro,1
b123,hydSD,1
b123,hydSND,1
b123,hydUD,1
b123,hydUND,1
b123,ice,1
b123,lfill-gas,1
b123,MHKwave,1
b123,Nuclear,1
b123,Nuclear-SMR,1
b123,Ocean,1
b123,o-g-s,1
b123,PSH,1
b123,H2-CC,1
b123,H2-CT,1
b123,smr,1
b123,smr_ccs,1
b123,UPV,1
b123,OFSWIND,1
b123,ONSWIND,1
b123,coal-CCS_mod,1
b123,coal-CCS_max,1
b123,Gas-CC-CCS_mod,1
b123,Gas-CC-CCS_max,1
b123,beccs_mod,1
b123,beccs_max,1
b123,dac_gas,1
b123,egs_allkm_1,1
b123,egs_allkm_2,1
b123,egs_allkm_3,1
b123,egs_allkm_4,1
b123,egs_allkm_5,1
b123,egs_allkm_6,1
b123,egs_allkm_7,1
b123,egs_allkm_8,1
b123,egs_allkm_9,1
b123,egs_allkm_10,1
b123,geohydro_allkm_1,1
b123,geohydro_allkm_2,1
b123,geohydro_allkm_3,1
b123,geohydro_allkm_4,1
b123,geohydro_allkm_5,1
b123,geohydro_allkm_6,1
b123,geohydro_allkm_7,1
b123,geohydro_allkm_8,1
b123,geohydro_allkm_9,1
b123,geohydro_allkm_10,1
b123,egs_nearfield_1,1
b123,egs_nearfield_2,1
b123,egs_nearfield_3,1
b123,egs_nearfield_4,1
b123,egs_nearfield_5,1
b123,egs_nearfield_6,1
b123,egs_nearfield_7,1
b123,egs_nearfield_8,1
b123,egs_nearfield_9,1
b123,egs_nearfield_10,1
b124,BATTERY,1
b124,biopower,1
b124,caes,1
b124,can-imports,1
b124,coal-CCS-F1,1
b124,coal-CCS-F2,1
b124,coal-CCS-F3,1
b124,Coal-IGCC,1
b124,coal-new,1
b124,CoalOldScr,1
b124,CoalOldUns,1
b124,CofireNew,1
b124,CofireOld,1
b124,csp1_1,1
b124,csp1_10,1
b124,csp1_11,1
b124,csp1_12,1
b124,csp1_2,1
b124,csp1_3,1
b124,csp1_4,1
b124,csp1_5,1
b124,csp1_6,1
b124,csp1_7,1
b124,csp1_8,1
b124,csp1_9,1
b124,dac,1
b124,distpv,1
b124,dupv_1,1
b124,dupv_10,1
b124,dupv_2,1
b124,dupv_3,1
b124,dupv_4,1
b124,dupv_5,1
b124,dupv_6,1
b124,dupv_7,1
b124,dupv_8,1
b124,dupv_9,1
b124,electrolyzer,1
b124,Gas-CC,1
b124,Gas-CC-CCS-F1,1
b124,Gas-CC-CCS-F2,1
b124,Gas-CC-CCS-F3,1
b124,Gas-CT,1
b124,hydD,1
b124,hydED,1
b124,hydEND,1
b124,hydND,1
b124,hydNPD,1
b124,hydNPND,1
b124,Hydro,1
b124,hydSD,1
b124,hydSND,1
b124,hydUD,1
b124,hydUND,1
b124,ice,1
b124,lfill-gas,1
b124,MHKwave,1
b124,Nuclear,1
b124,Nuclear-SMR,1
b124,Ocean,1
b124,o-g-s,1
b124,PSH,1
b124,H2-CC,1
b124,H2-CT,1
b124,smr,1
b124,smr_ccs,1
b124,UPV,1
b124,OFSWIND,1
b124,ONSWIND,1
b124,coal-CCS_mod,1
b124,coal-CCS_max,1
b124,Gas-CC-CCS_mod,1
b124,Gas-CC-CCS_max,1
b124,beccs_mod,1
b124,beccs_max,1
b124,dac_gas,1
b124,egs_allkm_1,1
b124,egs_allkm_2,1
b124,egs_allkm_3,1
b124,egs_allkm_4,1
b124,egs_allkm_5,1
b124,egs_allkm_6,1
b124,egs_allkm_7,1
b124,egs_allkm_8,1
b124,egs_allkm_9,1
b124,egs_allkm_10,1
b124,geohydro_allkm_1,1
b124,geohydro_allkm_2,1
b124,geohydro_allkm_3,1
b124,geohydro_allkm_4,1
b124,geohydro_allkm_5,1
b124,geohydro_allkm_6,1
b124,geohydro_allkm_7,1
b124,geohydro_allkm_8,1
b124,geohydro_allkm_9,1
b124,geohydro_allkm_10,1
b124,egs_nearfield_1,1
b124,egs_nearfield_2,1
b124,egs_nearfield_3,1
b124,egs_nearfield_4,1
b124,egs_nearfield_5,1
b124,egs_nearfield_6,1
b124,egs_nearfield_7,1
b124,egs_nearfield_8,1
b124,egs_nearfield_9,1
b124,egs_nearfield_10,1
b201,BATTERY,1
b201,biopower,1
b201,caes,1
b201,can-imports,1
b201,coal-CCS-F1,1
b201,coal-CCS-F2,1
b201,coal-CCS-F3,1
b201,Coal-IGCC,1
b201,coal-new,1
b201,CoalOldScr,1
b201,CoalOldUns,1
b201,CofireNew,1
b201,CofireOld,1
b201,csp1_1,1
b201,csp1_10,1
b201,csp1_11,1
b201,csp1_12,1
b201,csp1_2,1
b201,csp1_3,1
b201,csp1_4,1
b201,csp1_5,1
b201,csp1_6,1
b201,csp1_7,1
b201,csp1_8,1
b201,csp1_9,1
b201,dac,1
b201,distpv,1
b201,dupv_1,1
b201,dupv_10,1
b201,dupv_2,1
b201,dupv_3,1
b201,dupv_4,1
b201,dupv_5,1
b201,dupv_6,1
b201,dupv_7,1
b201,dupv_8,1
b201,dupv_9,1
b201,electrolyzer,1
b201,Gas-CC,1
b201,Gas-CC-CCS-F1,1
b201,Gas-CC-CCS-F2,1
b201,Gas-CC-CCS-F3,1
b201,Gas-CT,1
b201,hydD,1
b201,hydED,1
b201,hydEND,1
b201,hydND,1
b201,hydNPD,1
b201,hydNPND,1
b201,Hydro,1
b201,hydSD,1
b201,hydSND,1
b201,hydUD,1
b201,hydUND,1
b201,ice,1
b201,lfill-gas,1
b201,MHKwave,1
b201,Nuclear,1
b201,Nuclear-SMR,1
b201,Ocean,1
b201,o-g-s,1
b201,PSH,1
b201,H2-CC,1
b201,H2-CT,1
b201,smr,1
b201,smr_ccs,1
b201,UPV,1
b201,OFSWIND,1
b201,ONSWIND,1
b201,coal-CCS_mod,1
b201,coal-CCS_max,1
b201,Gas-CC-CCS_mod,1
b201,Gas-CC-CCS_max,1
b201,beccs_mod,1
b201,beccs_max,1
b201,dac_gas,1
b201,egs_allkm_1,1
b201,egs_allkm_2,1
b201,egs_allkm_3,1
b201,egs_allkm_4,1
b201,egs_allkm_5,1
b201,egs_allkm_6,1
b201,egs_allkm_7,1
b201,egs_allkm_8,1
b201,egs_allkm_9,1
b201,egs_allkm_10,1
b201,geohydro_allkm_1,1
b201,geohydro_allkm_2,1
b201,geohydro_allkm_3,1
b201,geohydro_allkm_4,1
b201,geohydro_allkm_5,1
b201,geohydro_allkm_6,1
b201,geohydro_allkm_7,1
b201,geohydro_allkm_8,1
b201,geohydro_allkm_9,1
b201,geohydro_allkm_10,1
b201,egs_nearfield_1,1
b201,egs_nearfield_2,1
b201,egs_nearfield_3,1
b201,egs_nearfield_4,1
b201,egs_nearfield_5,1
b201,egs_nearfield_6,1
b201,egs_nearfield_7,1
b201,egs_nearfield_8,1
b201,egs_nearfield_9,1
b201,egs_nearfield_10,1
b202,BATTERY,1
b202,biopower,1
b202,caes,1
b202,can-imports,1
b202,coal-CCS-F1,1
b202,coal-CCS-F2,1
b202,coal-CCS-F3,1
b202,Coal-IGCC,1
b202,coal-new,1
b202,CoalOldScr,1
b202,CoalOldUns,1
b202,CofireNew,1
b202,CofireOld,1
b202,csp1_1,1
b202,csp1_10,1
b202,csp1_11,1
b202,csp1_12,1
b202,csp1_2,1
b202,csp1_3,1
b202,csp1_4,1
b202,csp1_5,1
b202,csp1_6,1
b202,csp1_7,1
b202,csp1_8,1
b202,csp1_9,1
b202,dac,1
b202,distpv,1
b202,dupv_1,1
b202,dupv_10,1
b202,dupv_2,1
b202,dupv_3,1
b202,dupv_4,1
b202,dupv_5,1
b202,dupv_6,1
b202,dupv_7,1
b202,dupv_8,1
b202,dupv_9,1
b202,electrolyzer,1
b202,Gas-CC,1
b202,Gas-CC-CCS-F1,1
b202,Gas-CC-CCS-F2,1
b202,Gas-CC-CCS-F3,1
b202,Gas-CT,1
b202,hydD,1
b202,hydED,1
b202,hydEND,1
b202,hydND,1
b202,hydNPD,1
b202,hydNPND,1
b202,Hydro,1
b202,hydSD,1
b202,hydSND,1
b202,hydUD,1
b202,hydUND,1
b202,ice,1
b202,lfill-gas,1
b202,MHKwave,1
b202,Nuclear,1
b202,Nuclear-SMR,1
b202,Ocean,1
b202,o-g-s,1
b202,PSH,1
b202,H2-CC,1
b202,H2-CT,1
b202,smr,1
b202,smr_ccs,1
b202,UPV,1
b202,OFSWIND,1
b202,ONSWIND,1
b202,coal-CCS_mod,1
b202,coal-CCS_max,1
b202,Gas-CC-CCS_mod,1
b202,Gas-CC-CCS_max,1
b202,beccs_mod,1
b202,beccs_max,1
b202,dac_gas,1
b202,egs_allkm_1,1
b202,egs_allkm_2,1
b202,egs_allkm_3,1
b202,egs_allkm_4,1
b202,egs_allkm_5,1
b202,egs_allkm_6,1
b202,egs_allkm_7,1
b202,egs_allkm_8,1
b202,egs_allkm_9,1
b202,egs_allkm_10,1
b202,geohydro_allkm_1,1
b202,geohydro_allkm_2,1
b202,geohydro_allkm_3,1
b202,geohydro_allkm_4,1
b202,geohydro_allkm_5,1
b202,geohydro_allkm_6,1
b202,geohydro_allkm_7,1
b202,geohydro_allkm_8,1
b202,geohydro_allkm_9,1
b202,geohydro_allkm_10,1
b202,egs_nearfield_1,1
b202,egs_nearfield_2,1
b202,egs_nearfield_3,1
b202,egs_nearfield_4,1
b202,egs_nearfield_5,1
b202,egs_nearfield_6,1
b202,egs_nearfield_7,1
b202,egs_nearfield_8,1
b202,egs_nearfield_9,1
b202,egs_nearfield_10,1
b203,BATTERY,1
b203,biopower,1
b203,caes,1
b203,can-imports,1
b203,coal-CCS-F1,1
b203,coal-CCS-F2,1
b203,coal-CCS-F3,1
b203,Coal-IGCC,1
b203,coal-new,1
b203,CoalOldScr,1
b203,CoalOldUns,1
b203,CofireNew,1
b203,CofireOld,1
b203,csp1_1,1
b203,csp1_10,1
b203,csp1_11,1
b203,csp1_12,1
b203,csp1_2,1
b203,csp1_3,1
b203,csp1_4,1
b203,csp1_5,1
b203,csp1_6,1
b203,csp1_7,1
b203,csp1_8,1
b203,csp1_9,1
b203,dac,1
b203,distpv,1
b203,dupv_1,1
b203,dupv_10,1
b203,dupv_2,1
b203,dupv_3,1
b203,dupv_4,1
b203,dupv_5,1
b203,dupv_6,1
b203,dupv_7,1
b203,dupv_8,1
b203,dupv_9,1
b203,electrolyzer,1
b203,Gas-CC,1
b203,Gas-CC-CCS-F1,1
b203,Gas-CC-CCS-F2,1
b203,Gas-CC-CCS-F3,1
b203,Gas-CT,1
b203,hydD,1
b203,hydED,1
b203,hydEND,1
b203,hydND,1
b203,hydNPD,1
b203,hydNPND,1
b203,Hydro,1
b203,hydSD,1
b203,hydSND,1
b203,hydUD,1
b203,hydUND,1
b203,ice,1
b203,lfill-gas,1
b203,MHKwave,1
b203,Nuclear,1
b203,Nuclear-SMR,1
b203,Ocean,1
b203,o-g-s,1
b203,PSH,1
b203,H2-CC,1
b203,H2-CT,1
b203,smr,1
b203,smr_ccs,1
b203,UPV,1
b203,OFSWIND,1
b203,ONSWIND,1
b203,coal-CCS_mod,1
b203,coal-CCS_max,1
b203,Gas-CC-CCS_mod,1
b203,Gas-CC-CCS_max,1
b203,beccs_mod,1
b203,beccs_max,1
b203,dac_gas,1
b203,egs_allkm_1,1
b203,egs_allkm_2,1
b203,egs_allkm_3,1
b203,egs_allkm_4,1
b203,egs_allkm_5,1
b203,egs_allkm_6,1
b203,egs_allkm_7,1
b203,egs_allkm_8,1
b203,egs_allkm_9,1
b203,egs_allkm_10,1
b203,geohydro_allkm_1,1
b203,geohydro_allkm_2,1
b203,geohydro_allkm_3,1
b203,geohydro_allkm_4,1
b203,geohydro_allkm_5,1
b203,geohydro_allkm_6,1
b203,geohydro_allkm_7,1
b203,geohydro_allkm_8,1
b203,geohydro_allkm_9,1
b203,geohydro_allkm_10,1
b203,egs_nearfield_1,1
b203,egs_nearfield_2,1
b203,egs_nearfield_3,1
b203,egs_nearfield_4,1
b203,egs_nearfield_5,1
b203,egs_nearfield_6,1
b203,egs_nearfield_7,1
b203,egs_nearfield_8,1
b203,egs_nearfield_9,1
b203,egs_nearfield_10,1
b204,BATTERY,1
b204,biopower,1
b204,caes,1
b204,can-imports,1
b204,coal-CCS-F1,1
b204,coal-CCS-F2,1
b204,coal-CCS-F3,1
b204,Coal-IGCC,1
b204,coal-new,1
b204,CoalOldScr,1
b204,CoalOldUns,1
b204,CofireNew,1
b204,CofireOld,1
b204,csp1_1,1
b204,csp1_10,1
b204,csp1_11,1
b204,csp1_12,1
b204,csp1_2,1
b204,csp1_3,1
b204,csp1_4,1
b204,csp1_5,1
b204,csp1_6,1
b204,csp1_7,1
b204,csp1_8,1
b204,csp1_9,1
b204,dac,1
b204,distpv,1
b204,dupv_1,1
b204,dupv_10,1
b204,dupv_2,1
b204,dupv_3,1
b204,dupv_4,1
b204,dupv_5,1
b204,dupv_6,1
b204,dupv_7,1
b204,dupv_8,1
b204,dupv_9,1
b204,electrolyzer,1
b204,Gas-CC,1
b204,Gas-CC-CCS-F1,1
b204,Gas-CC-CCS-F2,1
b204,Gas-CC-CCS-F3,1
b204,Gas-CT,1
b204,hydD,1
b204,hydED,1
b204,hydEND,1
b204,hydND,1
b204,hydNPD,1
b204,hydNPND,1
b204,Hydro,1
b204,hydSD,1
b204,hydSND,1
b204,hydUD,1
b204,hydUND,1
b204,ice,1
b204,lfill-gas,1
b204,MHKwave,1
b204,Nuclear,1
b204,Nuclear-SMR,1
b204,Ocean,1
b204,o-g-s,1
b204,PSH,1
b204,H2-CC,1
b204,H2-CT,1
b204,smr,1
b204,smr_ccs,1
b204,UPV,1
b204,OFSWIND,1
b204,ONSWIND,1
b204,coal-CCS_mod,1
b204,coal-CCS_max,1
b204,Gas-CC-CCS_mod,1
b204,Gas-CC-CCS_max,1
b204,beccs_mod,1
b204,beccs_max,1
b204,dac_gas,1
b204,egs_allkm_1,1
b204,egs_allkm_2,1
b204,egs_allkm_3,1
b204,egs_allkm_4,1
b204,egs_allkm_5,1
b204,egs_allkm_6,1
b204,egs_allkm_7,1
b204,egs_allkm_8,1
b204,egs_allkm_9,1
b204,egs_allkm_10,1
b204,geohydro_allkm_1,1
b204,geohydro_allkm_2,1
b204,geohydro_allkm_3,1
b204,geohydro_allkm_4,1
b204,geohydro_allkm_5,1
b204,geohydro_allkm_6,1
b204,geohydro_allkm_7,1
b204,geohydro_allkm_8,1
b204,geohydro_allkm_9,1
b204,geohydro_allkm_10,1
b204,egs_nearfield_1,1
b204,egs_nearfield_2,1
b204,egs_nearfield_3,1
b204,egs_nearfield_4,1
b204,egs_nearfield_5,1
b204,egs_nearfield_6,1
b204,egs_nearfield_7,1
b204,egs_nearfield_8,1
b204,egs_nearfield_9,1
b204,egs_nearfield_10,1
b205,BATTERY,1
b205,biopower,1
b205,caes,1
b205,can-imports,1
b205,coal-CCS-F1,1
b205,coal-CCS-F2,1
b205,coal-CCS-F3,1
b205,Coal-IGCC,1
b205,coal-new,1
b205,CoalOldScr,1
b205,CoalOldUns,1
b205,CofireNew,1
b205,CofireOld,1
b205,csp1_1,1
b205,csp1_10,1
b205,csp1_11,1
b205,csp1_12,1
b205,csp1_2,1
b205,csp1_3,1
b205,csp1_4,1
b205,csp1_5,1
b205,csp1_6,1
b205,csp1_7,1
b205,csp1_8,1
b205,csp1_9,1
b205,dac,1
b205,distpv,1
b205,dupv_1,1
b205,dupv_10,1
b205,dupv_2,1
b205,dupv_3,1
b205,dupv_4,1
b205,dupv_5,1
b205,dupv_6,1
b205,dupv_7,1
b205,dupv_8,1
b205,dupv_9,1
b205,electrolyzer,1
b205,Gas-CC,1
b205,Gas-CC-CCS-F1,1
b205,Gas-CC-CCS-F2,1
b205,Gas-CC-CCS-F3,1
b205,Gas-CT,1
b205,hydD,1
b205,hydED,1
b205,hydEND,1
b205,hydND,1
b205,hydNPD,1
b205,hydNPND,1
b205,Hydro,1
b205,hydSD,1
b205,hydSND,1
b205,hydUD,1
b205,hydUND,1
b205,ice,1
b205,lfill-gas,1
b205,MHKwave,1
b205,Nuclear,1
b205,Nuclear-SMR,1
b205,Ocean,1
b205,o-g-s,1
b205,PSH,1
b205,H2-CC,1
b205,H2-CT,1
b205,smr,1
b205,smr_ccs,1
b205,UPV,1
b205,OFSWIND,1
b205,ONSWIND,1
b205,coal-CCS_mod,1
b205,coal-CCS_max,1
b205,Gas-CC-CCS_mod,1
b205,Gas-CC-CCS_max,1
b205,beccs_mod,1
b205,beccs_max,1
b205,dac_gas,1
b205,egs_allkm_1,1
b205,egs_allkm_2,1
b205,egs_allkm_3,1
b205,egs_allkm_4,1
b205,egs_allkm_5,1
b205,egs_allkm_6,1
b205,egs_allkm_7,1
b205,egs_allkm_8,1
b205,egs_allkm_9,1
b205,egs_allkm_10,1
b205,geohydro_allkm_1,1
b205,geohydro_allkm_2,1
b205,geohydro_allkm_3,1
b205,geohydro_allkm_4,1
b205,geohydro_allkm_5,1
b205,geohydro_allkm_6,1
b205,geohydro_allkm_7,1
b205,geohydro_allkm_8,1
b205,geohydro_allkm_9,1
b205,geohydro_allkm_10,1
b205,egs_nearfield_1,1
b205,egs_nearfield_2,1
b205,egs_nearfield_3,1
b205,egs_nearfield_4,1
b205,egs_nearfield_5,1
b205,egs_nearfield_6,1
b205,egs_nearfield_7,1
b205,egs_nearfield_8,1
b205,egs_nearfield_9,1
b205,egs_nearfield_10,1
b206,BATTERY,1
b206,biopower,1
b206,caes,1
b206,can-imports,1
b206,coal-CCS-F1,1
b206,coal-CCS-F2,1
b206,coal-CCS-F3,1
b206,Coal-IGCC,1
b206,coal-new,1
b206,CoalOldScr,1
b206,CoalOldUns,1
b206,CofireNew,1
b206,CofireOld,1
b206,csp1_1,1
b206,csp1_10,1
b206,csp1_11,1
b206,csp1_12,1
b206,csp1_2,1
b206,csp1_3,1
b206,csp1_4,1
b206,csp1_5,1
b206,csp1_6,1
b206,csp1_7,1
b206,csp1_8,1
b206,csp1_9,1
b206,dac,1
b206,distpv,1
b206,dupv_1,1
b206,dupv_10,1
b206,dupv_2,1
b206,dupv_3,1
b206,dupv_4,1
b206,dupv_5,1
b206,dupv_6,1
b206,dupv_7,1
b206,dupv_8,1
b206,dupv_9,1
b206,electrolyzer,1
b206,Gas-CC,1
b206,Gas-CC-CCS-F1,1
b206,Gas-CC-CCS-F2,1
b206,Gas-CC-CCS-F3,1
b206,Gas-CT,1
b206,hydD,1
b206,hydED,1
b206,hydEND,1
b206,hydND,1
b206,hydNPD,1
b206,hydNPND,1
b206,Hydro,1
b206,hydSD,1
b206,hydSND,1
b206,hydUD,1
b206,hydUND,1
b206,ice,1
b206,lfill-gas,1
b206,MHKwave,1
b206,Nuclear,1
b206,Nuclear-SMR,1
b206,Ocean,1
b206,o-g-s,1
b206,PSH,1
b206,H2-CC,1
b206,H2-CT,1
b206,smr,1
b206,smr_ccs,1
b206,UPV,1
b206,OFSWIND,1
b206,ONSWIND,1
b206,coal-CCS_mod,1
b206,coal-CCS_max,1
b206,Gas-CC-CCS_mod,1
b206,Gas-CC-CCS_max,1
b206,beccs_mod,1
b206,beccs_max,1
b206,dac_gas,1
b206,egs_allkm_1,1
b206,egs_allkm_2,1
b206,egs_allkm_3,1
b206,egs_allkm_4,1
b206,egs_allkm_5,1
b206,egs_allkm_6,1
b206,egs_allkm_7,1
b206,egs_allkm_8,1
b206,egs_allkm_9,1
b206,egs_allkm_10,1
b206,geohydro_allkm_1,1
b206,geohydro_allkm_2,1
b206,geohydro_allkm_3,1
b206,geohydro_allkm_4,1
b206,geohydro_allkm_5,1
b206,geohydro_allkm_6,1
b206,geohydro_allkm_7,1
b206,geohydro_allkm_8,1
b206,geohydro_allkm_9,1
b206,geohydro_allkm_10,1
b206,egs_nearfield_1,1
b206,egs_nearfield_2,1
b206,egs_nearfield_3,1
b206,egs_nearfield_4,1
b206,egs_nearfield_5,1
b206,egs_nearfield_6,1
b206,egs_nearfield_7,1
b206,egs_nearfield_8,1
b206,egs_nearfield_9,1
b206,egs_nearfield_10,1
b207,BATTERY,1
b207,biopower,1
b207,caes,1
b207,can-imports,1
b207,coal-CCS-F1,1
b207,coal-CCS-F2,1
b207,coal-CCS-F3,1
b207,Coal-IGCC,1
b207,coal-new,1
b207,CoalOldScr,1
b207,CoalOldUns,1
b207,CofireNew,1
b207,CofireOld,1
b207,csp1_1,1
b207,csp1_10,1
b207,csp1_11,1
b207,csp1_12,1
b207,csp1_2,1
b207,csp1_3,1
b207,csp1_4,1
b207,csp1_5,1
b207,csp1_6,1
b207,csp1_7,1
b207,csp1_8,1
b207,csp1_9,1
b207,dac,1
b207,distpv,1
b207,dupv_1,1
b207,dupv_10,1
b207,dupv_2,1
b207,dupv_3,1
b207,dupv_4,1
b207,dupv_5,1
b207,dupv_6,1
b207,dupv_7,1
b207,dupv_8,1
b207,dupv_9,1
b207,electrolyzer,1
b207,Gas-CC,1
b207,Gas-CC-CCS-F1,1
b207,Gas-CC-CCS-F2,1
b207,Gas-CC-CCS-F3,1
b207,Gas-CT,1
b207,hydD,1
b207,hydED,1
b207,hydEND,1
b207,hydND,1
b207,hydNPD,1
b207,hydNPND,1
b207,Hydro,1
b207,hydSD,1
b207,hydSND,1
b207,hydUD,1
b207,hydUND,1
b207,ice,1
b207,lfill-gas,1
b207,MHKwave,1
b207,Nuclear,1
b207,Nuclear-SMR,1
b207,Ocean,1
b207,o-g-s,1
b207,PSH,1
b207,H2-CC,1
b207,H2-CT,1
b207,smr,1
b207,smr_ccs,1
b207,UPV,1
b207,OFSWIND,1
b207,ONSWIND,1
b207,coal-CCS_mod,1
b207,coal-CCS_max,1
b207,Gas-CC-CCS_mod,1
b207,Gas-CC-CCS_max,1
b207,beccs_mod,1
b207,beccs_max,1
b207,dac_gas,1
b207,egs_allkm_1,1
b207,egs_allkm_2,1
b207,egs_allkm_3,1
b207,egs_allkm_4,1
b207,egs_allkm_5,1
b207,egs_allkm_6,1
b207,egs_allkm_7,1
b207,egs_allkm_8,1
b207,egs_allkm_9,1
b207,egs_allkm_10,1
b207,geohydro_allkm_1,1
b207,geohydro_allkm_2,1
b207,geohydro_allkm_3,1
b207,geohydro_allkm_4,1
b207,geohydro_allkm_5,1
b207,geohydro_allkm_6,1
b207,geohydro_allkm_7,1
b207,geohydro_allkm_8,1
b207,geohydro_allkm_9,1
b207,geohydro_allkm_10,1
b207,egs_nearfield_1,1
b207,egs_nearfield_2,1
b207,egs_nearfield_3,1
b207,egs_nearfield_4,1
b207,egs_nearfield_5,1
b207,egs_nearfield_6,1
b207,egs_nearfield_7,1
b207,egs_nearfield_8,1
b207,egs_nearfield_9,1
b207,egs_nearfield_10,1
b208,BATTERY,1
b208,biopower,1
b208,caes,1
b208,can-imports,1
b208,coal-CCS-F1,1
b208,coal-CCS-F2,1
b208,coal-CCS-F3,1
b208,Coal-IGCC,1
b208,coal-new,1
b208,CoalOldScr,1
b208,CoalOldUns,1
b208,CofireNew,1
b208,CofireOld,1
b208,csp1_1,1
b208,csp1_10,1
b208,csp1_11,1
b208,csp1_12,1
b208,csp1_2,1
b208,csp1_3,1
b208,csp1_4,1
b208,csp1_5,1
b208,csp1_6,1
b208,csp1_7,1
b208,csp1_8,1
b208,csp1_9,1
b208,dac,1
b208,distpv,1
b208,dupv_1,1
b208,dupv_10,1
b208,dupv_2,1
b208,dupv_3,1
b208,dupv_4,1
b208,dupv_5,1
b208,dupv_6,1
b208,dupv_7,1
b208,dupv_8,1
b208,dupv_9,1
b208,electrolyzer,1
b208,Gas-CC,1
b208,Gas-CC-CCS-F1,1
b208,Gas-CC-CCS-F2,1
b208,Gas-CC-CCS-F3,1
b208,Gas-CT,1
b208,hydD,1
b208,hydED,1
b208,hydEND,1
b208,hydND,1
b208,hydNPD,1
b208,hydNPND,1
b208,Hydro,1
b208,hydSD,1
b208,hydSND,1
b208,hydUD,1
b208,hydUND,1
b208,ice,1
b208,lfill-gas,1
b208,MHKwave,1
b208,Nuclear,1
b208,Nuclear-SMR,1
b208,Ocean,1
b208,o-g-s,1
b208,PSH,1
b208,H2-CC,1
b208,H2-CT,1
b208,smr,1
b208,smr_ccs,1
b208,UPV,1
